Employer,Total_Hires,Avg_Hourly_Wage,Majors_Served,Industries_Served,Years_Active,Seasons_Active,Remote_Rate,Cluster_Tier,Tier_Name
US Bank,5,22.0,4,1,1,1,0.0,1,Low-Engagement Employers
US Digital Partners,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
US District Courts,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
US Securities and Exchange Commission,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
USA Balloonatics,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
USGreentech,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
USI Insurance Services,3,22.0,2,1,3,1,0.0,1,Low-Engagement Employers
UTSS,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Uber Freight,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ulliman Schutte Construction,11,17.90909090909091,3,1,4,3,0.0,2,Core Relationship Employers
Ultimate Drywall Construction Inc,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ultimate Team Products,1,17.3,1,1,1,1,0.0,1,Low-Engagement Employers
Ultimus Fund Solutions,5,19.753999999999998,2,2,2,3,0.0,2,Core Relationship Employers
Uncover Vintage LLC,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Unifund CCR, LLC",1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Unigreen,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Unilever,1,22.0,1,1,1,1,0.0,1,Low-Engagement Employers
Union Home Mortgage,10,15.0,6,1,3,3,0.0,2,Core Relationship Employers
Union Savings Bank,2,15.0,2,1,2,1,0.0,1,Low-Engagement Employers
Unishippers,1,11.0,1,1,1,1,0.0,1,Low-Engagement Employers
Unistrut Midwest,2,19.0,1,1,1,2,0.0,1,Low-Engagement Employers
United Health Group,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
United Launch Alliance (ULA),2,19.05,1,1,2,1,0.0,1,Low-Engagement Employers
United States Civilian Corps,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
UnitedHealth Group,2,16.0,1,1,1,2,0.0,1,Low-Engagement Employers
University Honors Program,1,11.5,1,1,1,1,0.0,1,Low-Engagement Employers
University Tees,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of CIncinnati Campus Recreation Center,1,11.4,1,1,1,1,0.0,1,Low-Engagement Employers
University of Chicago Medicine,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati,96,15.183541666666665,21,3,7,3,0.0,0,Strategic High-Volume Partners
University of Cincinnati - 1819 Innovation Hub,4,17.625,4,1,3,3,0.0,2,Core Relationship Employers
University of Cincinnati - Academic Affairs and Provost,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Advancement & Transition Services,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Athletics,14,13.987857142857141,8,2,5,2,0.0,0,Strategic High-Volume Partners
University of Cincinnati - Bearcat Student Creative Agency,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Blue Ash College,1,11.5,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Campus Recreation,1,11.4,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Campus Recreation INACTIVE,1,11.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Campus Services,6,11.375,2,1,3,2,0.0,2,Core Relationship Employers
University of Cincinnati - Career Studio,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Carl H. Lindner College of Business,15,12.05,7,1,5,3,0.0,2,Core Relationship Employers
University of Cincinnati - Center for Business Analytics,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Center for Entrepreneurship,1,11.5,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Clermont Career Services,3,12.666666666666666,1,1,2,3,0.0,2,Core Relationship Employers
University of Cincinnati - College of Allied Health Sciences,2,10.155000000000001,2,2,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - College of Arts & Sciences,1,11.5,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - College of Medicine,1,18.33,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Department of Psychiatry and Behavioral Neuroscience,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Economics Department,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Experience-Based Learning and Career Education,4,15.875,4,1,2,2,0.0,2,Core Relationship Employers
University of Cincinnati - Faculty and Staff,7,11.685714285714285,5,1,3,2,0.0,2,Core Relationship Employers
University of Cincinnati - Foundation,7,13.78857142857143,3,1,3,2,0.0,2,Core Relationship Employers
University of Cincinnati - Langsam Library,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Learning Commons,38,9.460526315789474,15,2,4,2,0.0,0,Strategic High-Volume Partners
University of Cincinnati - Learning Commons - Samantha McMahon,1,9.3,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Learning and Instructional Design Team,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Main & Health Science Libraries,2,15.75,1,2,2,2,0.0,2,Core Relationship Employers
University of Cincinnati - Marketing + Communications,1,11.5,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - NEXT Innovation Scholars,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Office of Enterprise Risk Management,1,17.5,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Office of Information Security,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Office of Innovation,2,13.0,1,1,1,2,0.0,1,Low-Engagement Employers
University of Cincinnati - Office of Internal Audit,2,14.75,2,1,2,2,0.0,2,Core Relationship Employers
University of Cincinnati - Office of Research,2,16.0,1,1,1,2,0.0,1,Low-Engagement Employers
University of Cincinnati - Office of Trademark Licensing and Brand Engagement,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Resident Education & Development (RED),18,35.85388888888889,9,1,4,1,0.0,2,Core Relationship Employers
University of Cincinnati - The Cincinnati Ethics Center,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati - Undergraduate Admissions,3,11.833333333333334,2,1,2,1,0.0,1,Low-Engagement Employers
University of Cincinnati - University Honors Program,1,11.5,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati Campus Services,3,11.0,2,1,2,2,0.0,2,Core Relationship Employers
University of Cincinnati Center for Business Analytics,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati Center for the Enhancement of Teaching & Learning,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati College of Medicine,2,16.75,2,2,2,2,0.0,2,Core Relationship Employers
University of Cincinnati Conference and Event Services,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati Department of Internal Medicine,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati Endowment Investment Office,2,16.0,2,1,2,2,0.0,2,Core Relationship Employers
University of Cincinnati Experience-Based Learning and Career Education,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati Football Team,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati Foundation,8,13.52625,3,2,4,3,0.0,2,Core Relationship Employers
University of Cincinnati Investment Office,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati Office of Internal Audit,3,17.666666666666668,1,1,2,2,0.0,2,Core Relationship Employers
University of Cincinnati Office of Trademark Licensing and Brand Engagement,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati Office of the Chief Investment Officer,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati Physicians Company,1,11.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati Student Affairs,1,11.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Cincinnati campus recreation center,1,11.4,1,1,1,1,0.0,1,Low-Engagement Employers
"University of Cincinnati, Allied Health",2,10.5,2,1,1,1,0.0,1,Low-Engagement Employers
"University of Cincinnati, Campus Recreation Center",1,11.4,1,1,1,1,0.0,1,Low-Engagement Employers
"University of Cincinnati, Department of Athletics",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"University of Cincinnati, Department of Environmental & Public Health Sciences",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"University of Cincinnati, Digital Scholarship Center",1,11.0,1,1,1,1,0.0,1,Low-Engagement Employers
"University of Cincinnati, Media Production",1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
"University of Cincinnati, Office of Cooperative Education and Professional Studies",1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
"University of Cincinnati, Residence Education and Development",29,42.53034482758621,12,1,3,3,0.0,0,Strategic High-Volume Partners
University of Cincinnati-Trademark and Licensing Office,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
University of Toledo Athletics,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
UpSpring,3,13.666666666666666,2,1,3,2,0.0,2,Core Relationship Employers
Upright Communications,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Upstart,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Uptown Rental Properties,9,13.833333333333334,6,1,5,3,0.0,2,Core Relationship Employers
Urban Blooms,4,12.88,3,1,2,3,0.0,2,Core Relationship Employers
Urban Sites,5,16.2,2,1,3,3,0.0,2,Core Relationship Employers
Urbana Youth Center,1,35.0,1,1,1,1,0.0,1,Low-Engagement Employers
Urenco USA,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Ursuline Academy Cincinnati,2,12.0,2,1,1,1,0.0,1,Low-Engagement Employers
"Utz Quality Foods, Inc",1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
"VEGA Americas, Inc",11,16.70909090909091,6,1,4,3,0.0,2,Core Relationship Employers
VERTIV,1,18.5,1,1,1,1,0.0,1,Low-Engagement Employers
VIA Character,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
VIA Institute on Character,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
VIB - Vietnam International Commercial Joint Stock Bank,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
VNDLY,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
VNG Corporation,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Vajra Jewels,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Valco Melton,1,10.67,1,1,1,1,0.0,1,Low-Engagement Employers
Valentine Johns,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Valeo,3,16.166666666666668,3,2,3,3,0.0,2,Core Relationship Employers
Valiant Construction LLC,2,25.0,1,1,1,2,0.0,1,Low-Engagement Employers
Valin ArcelorMittal Automotive Steel Co,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
Valley Interior Systems,2,18.25,1,1,2,1,0.0,1,Low-Engagement Employers
Valpak of Cincinnati/Dayton,1,11.0,1,1,1,1,0.0,1,Low-Engagement Employers
Valvoline Global,2,17.0,2,1,1,1,0.0,1,Low-Engagement Employers
VanDyk Mortgage Corporation,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Vandalia Rental,2,17.0,1,1,1,2,0.0,1,Low-Engagement Employers
"Vanderlande Industries, Inc",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Vanguard Financial Services,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Vantage Land Title,4,13.3325,1,1,2,3,0.0,2,Core Relationship Employers
Vantiv Now Worldpay,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Vantix Inc,3,15.676666666666668,1,1,2,2,0.0,2,Core Relationship Employers
Vector Marketing,2,15.835,1,2,1,1,0.0,1,Low-Engagement Employers
Vector Solutions,24,16.333333333333332,5,2,6,3,0.0,0,Strategic High-Volume Partners
Vein360,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Velvet Hammer Branding,1,50.0,1,1,1,1,0.0,1,Low-Engagement Employers
Verdant Commercial Capital,2,15.5,2,1,2,2,0.0,2,Core Relationship Employers
"Verdant Commercial Capital, LLC",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Veritiv Corporation,2,15.5,1,1,1,2,0.0,1,Low-Engagement Employers
Verity Wealth Partners Northwestern Mutual Private Client Group,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Vernovis,1,17.5,1,1,1,1,0.0,1,Low-Engagement Employers
Vero Home,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Vertiv,5,19.4,3,1,2,2,0.0,2,Core Relationship Employers
Viasat Inc,1,25.0,1,1,1,1,0.0,1,Low-Engagement Employers
Victoria's Secret PINK,1,17.3,1,1,1,1,0.0,1,Low-Engagement Employers
Victoriaâ€™s Secret,1,17.3,1,1,1,1,0.0,1,Low-Engagement Employers
Viettel CyberSpace Center,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Viking Partners,6,17.5,3,2,5,3,0.0,2,Core Relationship Employers
Viking Partners LLC,8,17.125,4,1,2,3,0.0,2,Core Relationship Employers
Village of Russells Point,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Viral Wolf,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Virgil Lovitt State Farm Insurance Agency-Cincinnati, OH 45246",1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Virtual Internships,1,6.25,1,1,1,1,0.0,1,Low-Engagement Employers
Vistasol,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Vivial Media LLC,2,14.0,1,1,2,2,0.0,2,Core Relationship Employers
Vivint,2,15.165,2,1,2,1,0.0,1,Low-Engagement Employers
Vivint Smart Home - Prodigy,1,41.67,1,1,1,1,0.0,1,Low-Engagement Employers
Vivint Smart Home Sales,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Vivint Smarthome EVO,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Voltaire Design Inc,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Voltaire Group LLC,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
VonLehman,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
VonLehman CPA & Advisory Firm,9,18.083333333333332,4,1,4,3,0.0,2,Core Relationship Employers
WEISS North America,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
WLWT5 - Cinncinati,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
WOIO,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Waites Sensor Technologies,3,16.666666666666668,2,2,2,1,0.0,1,Low-Engagement Employers
Waldman & Company CPAs,1,23.0,1,1,1,1,0.0,1,Low-Engagement Employers
Walker Edison LLC,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Wallick Communities,2,17.0,2,2,2,2,0.0,2,Core Relationship Employers
Walmart Inc,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Walt Disney World College Internship Program,6,14.0,5,1,4,2,0.0,2,Core Relationship Employers
Walt Sweeney Ford,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Warehouse Collaborative,2,21.0,1,1,2,2,0.0,2,Core Relationship Employers
Warehouse on Wheels,3,17.0,1,1,2,2,0.0,2,Core Relationship Employers
Warner Media,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Warren County Convention & Visitors Bureau,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
Washing Systems,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Washington Township Recreation Center,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Waterstreet Financial, Raymond James",1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Waverly Advisors, LLC",2,17.295,2,1,2,2,0.0,2,Core Relationship Employers
Wayfair,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Wayne Water,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Wealthquest,13,15.692307692307692,3,2,5,2,0.0,0,Strategic High-Volume Partners
"Weas Engineering, Inc",1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Webster Industries,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Wegman Company,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Welcome House Inc,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
Wells Fargo Advisors,3,17.5,2,1,3,2,0.0,2,Core Relationship Employers
Wells Fargo Advisors Financial Network,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Weltman, Weinberg & Reis Co., L.P.A",1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
"WesBanco, Inc",2,15.0,1,1,2,2,0.0,2,Core Relationship Employers
Wesley Chapel Mission Center,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
West Chester Permit LLC,2,15.0,1,1,1,2,0.0,1,Low-Engagement Employers
West Chester Protective Gear,2,15.0,1,1,2,2,0.0,2,Core Relationship Employers
West Chester Tax and Accounting,1,14.5,1,1,1,1,0.0,1,Low-Engagement Employers
West Chester Township,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
WestPoint Financial Group/MassMutual Midwest,2,15.295,1,1,2,2,0.0,2,Core Relationship Employers
Western & Southern Financial Group,61,19.29327868852459,10,3,6,3,0.0,0,Strategic High-Volume Partners
Western & Southern Open,1,10.1,1,1,1,1,0.0,1,Low-Engagement Employers
Western and Southern Financial,1,19.0,1,1,1,1,0.0,1,Low-Engagement Employers
Western and Southern Life,17,17.41705882352941,5,2,4,3,0.0,0,Strategic High-Volume Partners
Westwell Shanghai,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
What's Your Moitv,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Whiting-Turner Contracting Company,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Whitmer & Company CPAs, LLP",3,23.0,1,1,3,2,0.0,2,Core Relationship Employers
Whitmer and Company,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Whoa Dough,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Wilmington Savings Bank,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
Wilo,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Wilson Brokerage Services,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Wilson Dow Group,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Windows Direct USA,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Winmore Columbus,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Winn Reading,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Winsupply,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Winsupply Inc,3,16.0,3,1,2,2,0.0,2,Core Relationship Employers
Wirth Lowe Wissemeier CPAs Inc,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Wiser Partners, A ZRG Company",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Wolf Group,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Wolf Pack Pub Prowl,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Women Helping Women,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Women's Business Center of Ohio,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Woolpert, Inc",3,15.083333333333334,2,1,1,2,0.0,1,Low-Engagement Employers
Working In Neighborhoods,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
World Affairs Council of Cincinnati & Northern Kentucky,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Worldpay,4,20.25,2,1,2,3,0.0,2,Core Relationship Employers
Worldpay (formerly Vantiv),7,18.857142857142858,3,1,2,2,0.0,2,Core Relationship Employers
Worthington Industries,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Worthington Steel,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Wright Brothers Global Gas,2,13.25,1,1,1,2,0.0,1,Low-Engagement Employers
Wright Patterson Air Force Base,2,34.230000000000004,2,1,1,1,0.0,1,Low-Engagement Employers
"Wright Patterson Air Force Base, Air Force Installation Contracting Center (AFICC)",1,13.69,1,1,1,1,0.0,1,Low-Engagement Employers
Xclusive Services,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Xetron,2,20.875,1,1,1,2,0.0,1,Low-Engagement Employers
"Xtek, Inc",1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
YEAA,4,17.75,3,1,2,1,0.0,1,Low-Engagement Employers
YETI Coolers,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Yellow Boat Marketing & Communications,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
YogaSix Dublin,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Young Entrepreneurs Across America,17,22.64764705882353,7,1,4,2,0.0,2,Core Relationship Employers
Young Entrepreneurs Across America / Student Painters,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Young Life,1,16.15,1,1,1,1,0.0,1,Low-Engagement Employers
YoungLife,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Yugo,2,14.25,2,1,2,2,0.0,2,Core Relationship Employers
ZRG Partners,1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
Zachrich Small Business Investments,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Zalla Companies,1,16.5,1,1,1,1,0.0,1,Low-Engagement Employers
Zaring Family Foundation,2,16.0,1,1,2,2,0.0,2,Core Relationship Employers
Zid Zid,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Zid Zid Kids LLC,2,32.5,2,1,2,2,0.0,2,Core Relationship Employers
ZidZid,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Zonda Home,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Zurich North America,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
absolute consulting,1,75.0,1,1,1,1,0.0,1,Low-Engagement Employers
alta fiber,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
altafiber,8,16.0,5,1,3,3,0.0,2,Core Relationship Employers
alveo health,1,50.0,1,1,1,1,0.0,1,Low-Engagement Employers
antidote email & sms marketing,1,20.0,1,1,1,1,1.0,3,Premium Remote / Specialized Employers
atsg inc,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
"bluebird bio, Inc",1,25.0,1,1,1,1,0.0,1,Low-Engagement Employers
cannaone,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
capital planners,1,6.67,1,1,1,1,0.0,1,Low-Engagement Employers
core real estate capital,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
deloitte tax llp,1,29.81,1,1,1,1,0.0,1,Low-Engagement Employers
delta,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
divisions,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
duravit,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
eGateway Capital,2,22.0,1,1,1,2,0.0,1,Low-Engagement Employers
eagle realty group,1,19.0,1,1,1,1,0.0,1,Low-Engagement Employers
emcor,1,14.5,1,1,1,1,0.0,1,Low-Engagement Employers
fastenal,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
forestier,2,11.0,1,1,2,1,0.0,1,Low-Engagement Employers
google,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
great american,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
greater cincinnati waterworks,1,15.75,1,1,1,1,0.0,1,Low-Engagement Employers
i9 Sports,1,10.99,1,1,1,1,0.0,1,Low-Engagement Employers
iDayDream Studios,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
iMFLUX,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"iMFLUX, Inc",5,16.8,1,1,3,3,0.0,2,Core Relationship Employers
iReportSource Inc,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
iRobot,1,18.5,1,1,1,1,0.0,1,Low-Engagement Employers
inspiring service,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
kinetics,1,40.0,1,1,1,1,0.0,1,Low-Engagement Employers
kirii design,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
kloob,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
kreate,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
launch 513,1,19.0,1,1,1,1,0.0,1,Low-Engagement Employers
